Timestamp_Local | KW Hours Forward (kWh) | KW Hours Reverse (kWh) | KW Hours Net (kWh) | KVAR Hours Forward (kVARh) | KVAR Hours Reverse (kVARh) | KVAR Hours Net (kVARh)
2026-05-12 09:22:05 | 44839857.453569 | -0.844999 | 44839856.593287 | 18816075.817459 | -46.535199 | 18816029.272195
2026-05-12 09:22:41 | 44839860.763457 | -0.844999 | 44839859.903175 | 18816077.307209 | -46.535199 | 18816030.761945
2026-05-12 09:23:16 | 44839864.145342 | -0.844999 | 44839863.285061 | 18816078.81811 | -46.535199 | 18816032.272846
2026-05-12 09:23:52 | 44839867.521688 | -0.844999 | 44839866.661407 | 18816080.373764 | -46.535199 | 18816033.8285
2026-05-12 09:24:27 | 44839870.81284 | -0.844999 | 44839869.952559 | 18816081.932847 | -46.535199 | 18816035.387583
2026-05-12 09:25:03 | 44839873.895835 | -0.844999 | 44839873.035553 | 18816083.325241 | -46.535199 | 18816036.779977
2026-05-12 09:25:38 | 44839876.993281 | -0.844999 | 44839876.133 | 18816084.737498 | -46.535199 | 18816038.192234
2026-05-12 09:26:14 | 44839880.099364 | -0.844999 | 44839879.239083 | 18816086.157566 | -46.535199 | 18816039.612302
2026-05-12 09:26:50 | 44839883.072148 | -0.844999 | 44839882.211867 | 18816087.496789 | -46.535199 | 18816040.951525
