Timestamp_Local | L1 Current (A) | L2 Current (A) | L3 Current (A) | L4(Neutral) Current (A) | 3 Phase Average Current (A) | Pos. Seq. Current (A) | Neg. Seq. Current (A) | Current Unbalanced (A) | L1-L2 Voltage (V) | L2-L3 Voltage (V) | L3-L1 Voltage (V) | AUX Voltage (V) | 3 Phase Average Voltage L-L (V) | Pos. Seq. Voltage (V) | Neg. Seq. Voltage (V) | Voltage Unbalanced (V) | L1-N Voltage (V) | L2-N Voltage (V) | L3-N Voltage (V) | 3 Phase Average Voltage L-N (V) | Last Cycle Frequency (Hz) | Phase Rotation
2026-05-12 09:22:05 | 19.027491 | 19.946989 | 12.68908 | 0.003984 | 17.221186 | 8.520686 | 12.823939 | 150.503601 | 4333.668457 | 4284.362305 | 4301.786621 | 0.0 | 4306.605957 | 4305.588867 | 42.416073 | 0.98514 | 2500.522705 | 2487.893311 | 2470.021484 | 2486.145752 | 59.977535 | 2.0
2026-05-12 09:22:41 | 19.05201 | 19.996029 | 12.799419 | 0.003984 | 17.282486 | 8.520686 | 12.88524 | 151.223022 | 4337.228027 | 4291.524902 | 4306.442871 | 0.0 | 4311.731934 | 4310.831055 | 40.62888 | 0.942484 | 2502.190918 | 2491.110352 | 2473.953125 | 2489.084717 | 59.995113 | 2.0
2026-05-12 09:23:16 | 19.039749 | 20.020548 | 12.823939 | 0.003678 | 17.294744 | 8.508427 | 12.8975 | 151.585022 | 4338.061523 | 4293.791504 | 4306.561035 | 0.0 | 4312.804688 | 4311.903809 | 40.033146 | 0.928433 | 2502.190918 | 2492.301758 | 2474.787109 | 2489.76001 | 59.986324 | 2.0
2026-05-12 09:23:52 | 18.96619 | 19.959248 | 12.54196 | 0.003984 | 17.1558 | 8.545206 | 12.823939 | 150.071732 | 4335.447754 | 4296.41748 | 4307.635742 | 0.0 | 4313.166992 | 4312.26123 | 36.816196 | 0.853756 | 2500.999512 | 2492.063477 | 2476.693604 | 2489.918945 | 59.989254 | 2.0
2026-05-12 09:24:27 | 18.990709 | 19.946989 | 12.566481 | 0.003984 | 17.16806 | 8.532947 | 12.8362 | 150.43103 | 4335.562012 | 4298.449219 | 4309.66748 | 0.0 | 4314.560059 | 4313.690918 | 35.624737 | 0.825853 | 2501.476074 | 2492.420898 | 2478.361572 | 2490.75293 | 60.009762 | 2.0
2026-05-12 09:25:03 | 19.06427 | 19.922468 | 12.54196 | 0.003984 | 17.176233 | 8.569727 | 12.823939 | 149.642349 | 4336.039062 | 4296.061035 | 4313.008301 | 0.0 | 4315.035645 | 4314.16748 | 36.458759 | 0.845094 | 2503.382324 | 2491.110352 | 2478.480713 | 2490.991211 | 60.000973 | 2.0
2026-05-12 09:25:38 | 19.088789 | 19.934729 | 12.57874 | 0.003984 | 17.200752 | 8.557467 | 12.84846 | 150.143265 | 4334.856934 | 4297.250977 | 4315.391113 | 0.0 | 4315.83252 | 4315.001465 | 34.671566 | 0.803512 | 2503.620605 | 2490.75293 | 2480.029541 | 2491.467773 | 59.974606 | 2.0
2026-05-12 09:26:14 | 19.07653 | 19.897949 | 12.86072 | 0.003984 | 17.278399 | 8.471646 | 12.84846 | 151.664261 | 4333.784668 | 4294.507812 | 4313.364746 | 0.0 | 4313.88623 | 4312.976074 | 35.743881 | 0.828752 | 2503.024902 | 2489.68042 | 2478.361572 | 2490.355469 | 59.989254 | 2.0
2026-05-12 09:26:50 | 19.06427 | 19.996029 | 12.87298 | 0.003678 | 17.311094 | 8.496166 | 12.88524 | 151.659454 | 4338.649902 | 4298.687988 | 4315.157227 | 0.0 | 4317.498535 | 4316.550293 | 36.458759 | 0.844627 | 2504.692871 | 2492.65918 | 2479.9104 | 2492.420898 | 60.012691 | 2.0
