Timestamp_UTC,IP,Index,Parameter_Name,Value,Unit
2026-05-11T18:34:43Z,10.16.130.50,18,Neg. Seq. Voltage,0.0,V
2026-05-11T18:34:43Z,10.16.130.50,19,Voltage Unbalanced,0.0,V
2026-05-11T18:34:43Z,10.16.130.50,20,L1-N Voltage,0.0,V
2026-05-11T18:34:43Z,10.16.130.50,21,L2-N Voltage,0.0,V
2026-05-11T18:34:43Z,10.16.130.50,22,L3-N Voltage,0.0,V
2026-05-11T18:34:43Z,10.16.130.50,23,3 Phase Average Voltage L-N,0.0,V
2026-05-11T18:34:43Z,10.16.130.50,26,Last Cycle Frequency,0,Hz
2026-05-11T18:34:43Z,10.16.130.50,27,Phase Rotation,0,
2026-05-11T18:34:43Z,10.16.130.50,28,Number Of Snapshot Logs Requested,0,
2026-05-11T18:34:43Z,10.16.130.50,29,Number Of Snapshot Logs Recieved (Counter),0,
2026-05-11T18:34:43Z,10.16.130.50,30,Number Of Snapshot Log Being Returned,0,
